RIC;ISIN;Company Common Name;TRBC Economic Sector Name;Country of Issuer
HQI.O;US4335351015;Hirequest Inc;Industrials;USA
VENA.O;KYG9420F1028;Venus Acquisition Corp;Financials;USA
NDRA.O;US29273B1044;ENDRA Life Sciences Inc;Healthcare;USA
TMTS.O;US84677L1098;Spartacus Acquisition Corp;Financials;USA
FXNC.O;US32106V1070;First National Corp;Financials;USA
USAU.O;US90291C2017;US Gold Corp;Basic Materials;USA
OSS.O;US68247W1099;One Stop Systems Inc;Technology;USA
DFFN.O;US2537483057;Diffusion Pharmaceuticals Inc;Healthcare;USA
BFC.O;US06211J1007;Bank First Corp;Financials;USA
BLCM.O;US0794814048;Bellicum Pharmaceuticals Inc;Healthcare;USA
TSRI.O;US8728852075;TSR Inc;Technology;USA
SLAM.O;KYG8210L1059;Slam Corp;Financials;USA
OTEC.O;US6755071072;Oceantech Acquisitions I Corp;Financials;USA
SCLE.O;US11134Y1010;Broadscale Acquisition Corp;Financials;USA
VBFC.O;US92705T2006;Village Bank and Trust Financial Corp;Financials;USA
MBCN.O;US5963042040;Middlefield Banc Corp;Financials;USA
PETV.O;US7168174081;PetVivo Holdings Inc;Healthcare;USA
ABVC.O;US00091F1066;ABVC Biopharma Inc;Healthcare;USA
TBCP.O;US88605T1007;Thunder Bridge Capital Partners III Inc;Financials;USA
GROW.O;US9029521005;US Global Investors Inc;Financials;USA
GPAC.O;KYG3934P1028;Global Partner Acquisition II Corp;Financials;USA
BIOT.O;KYG1125A1085;Biotech Acquisition Co;Financials;USA
ASRT.O;US04546C2052;Assertio Holdings Inc;Healthcare;USA
NVOS.O;US67011T2015;Novo Integrated Sciences Inc;Healthcare;USA
NRAC.O;KYG6546R1011;Noble Rock Acquisition Corp;Financials;USA
FONR.O;US3444374058;Fonar Corp;Healthcare;USA
HOTH.O;US44148G1058;Hoth Therapeutics Inc;Healthcare;USA
HCDI.O;US41150T1088;Harbor Custom Development Inc;Real Estate;USA
CLDB.O;US2205871096;Cortland Bancorp;Financials;USA
EUSG.O;KYG3194F1090;European Sustainable Growth Acquisition Corp;Financials;USA
VMD.TO;CA92663R1055;Viemed Healthcare Inc;Healthcare;USA
KRBP.O;US4976341051;Kiromic Biopharma Inc;Healthcare;USA
RCRT.O;US75630B3033;Recruiter.Com Group Inc;Industrials;USA
IAT.L;GB0004535307;Invesco Asia Trust PLC;Financials;USA
KBNT.O;US50116V1070;Kubient Inc;Consumer Cyclicals;USA
AESE.O;US0191701095;Allied Esports Entertainment Inc;Technology;USA
LCAP.O;US53625R1041;Lionheart Acquisition Corporation II;Financials;USA
FTPA.O;US30319B1089;FTAC Parnassus Acquisition Corp;Financials;USA
MNSB.O;US56064Y1001;MainStreet Bancshares Inc;Financials;USA
HCAQ.O;KYG441251058;HealthCor Catalio Acquisition Corp;Financials;USA
VLAT.O;KYG9460N1060;Valor Latitude Acquisition Corp;Financials;USA
SRTS.O;US81728J1097;Sensus Healthcare Inc;Healthcare;USA
CTIB.O;US98873Q1004;Yunhong CTI Ltd;Basic Materials;USA
TH.O;US87615L1070;Target Hospitality Corp;Consumer Cyclicals;USA
SGBX.O;US78418A5056;SG Blocks Inc;Consumer Cyclicals;USA
GTPA.O;US3828701033;Gores Technology Partners Inc;Financials;USA
CLRB.O;US15117F5008;Cellectar Biosciences Inc;Healthcare;USA
CYTH.O;US23254X2018;Cyclo Therapeutics Inc;Healthcare;USA
RKDA.O;US0390142042;Arcadia Biosciences Inc;Basic Materials;USA
ASUR.O;US04649U1025;Asure Software Inc;Technology;USA
CLBS.O;US1280582032;Caladrius Biosciences Inc;Healthcare;USA
RAVE.O;US7541981095;Rave Restaurant Group Inc;Consumer Cyclicals;USA
LGVN.O;US54303L1044;Longeveron Inc;Healthcare;USA
PGRW.O;US74327P1057;Progress Acquisition Corp;Financials;USA
STCN.O;US8580981061;Steel Connect Inc;Technology;USA
GCBC.O;US3943571071;Greene County Bancorp Inc;Financials;USA
STRM.O;US86323X1063;Streamline Health Solutions Inc;Healthcare;USA
PKBK.O;US7008851062;Parke Bancorp Inc;Financials;USA
BPTH.O;US09057N3008;Bio Path Holdings Inc;Healthcare;USA
DLHC.O;US23335Q1004;DLH Holdings Corp;Healthcare;USA
COVA.O;KYG2554Y1044;COVA Acquisition Corp;Financials;USA
DALS.O;US23312M1062;DA32 Life Science Tech Acquisition Corp;Financials;USA
JCIC.O;KYG4989X1152;Jack Creek Investment Corp.;Financials;USA
WHLM.O;US9682352003;Wilhelmina International Inc;Industrials;USA
ARTW.O;US0431681032;Art's Way Manufacturing Co Inc;Industrials;USA
EVOK.O;US30049G1040;Evoke Pharma Inc;Healthcare;USA
TCVA.O;KYG8704C1244;TCV Acquisition Corp;Financials;USA
IGNY.O;US45175H1068;Ignyte Acquisition Corp;Financials;USA
SANW.O;US7851351046;S&W Seed Co;Consumer Non-Cyclicals;USA
QRHC.O;US74836W2035;Quest Resource Holding Corp;Industrials;USA
GHAC.O;US3646811063;Gaming & Hospitality Acquisition Corp;Financials;USA
MOTS.O;US62014P1084;Motus GI Holdings Inc;Healthcare;USA
QLGN.O;US74754R1032;Qualigen Therapeutics Inc;Healthcare;USA
GNCA.O;US3724274010;Genocea Biosciences Inc;Healthcare;USA
DYNS.O;US2680101050;Dynamics Special Purpose Corp;Financials;USA
IIII.O;US4578171047;Insu Acquisition Corp III;Financials;USA
REFR.O;US7609111072;Research Frontiers Inc;Consumer Cyclicals;USA
IGAC.O;US4495341061;IG Acquisition Corp;Financials;USA
BHTG.O;US09074B1070;BioHiTech Global Inc;Industrials;USA
GTIM.O;US3821408792;Good Times Restaurants Inc;Consumer Cyclicals;USA
CUEN.O;US2297942011;Cuentas Inc;Technology;USA
LCNB.O;US50181P1003;LCNB Corp;Financials;USA
NXTP.O;US65344G1022;Nextplay Technologies Inc;Technology;USA
CXI.TO;US23131B3078;Currency Exchange International Corp;Technology;USA
JVA.O;US1921761052;Coffee Holding Co Inc;Consumer Non-Cyclicals;USA
MINM.O;US60365W1027;Minim Inc;Technology;USA
FSRX.O;US31809Y1038;Finserv Acquisition Corp II;Financials;USA
BCLI.O;US10501E2019;Brainstorm Cell Therapeutics Inc;Healthcare;USA
AUTO.O;US05335B1008;Autoweb Inc;Consumer Cyclicals;USA
PRPH.O;US74345W1080;Prophase Labs Inc;Consumer Non-Cyclicals;USA
GIIX.O;US3828631081;Gores Holdings VIII Inc;Financials;USA
ACNB.O;US0008681092;ACNB Corp;Financials;USA
LMST.O;US53262L1052;Limestone Bancorp Inc;Financials;USA
RIBT.O;US7628312040;RiceBran Technologies;Consumer Non-Cyclicals;USA
NKSH.O;US6348651091;National Bankshares Inc;Financials;USA
NMRD.O;US6404422080;Nemaura Medical Inc;Healthcare;USA
AATC.O;US0533061067;Autoscope Technologies Corp;Industrials;USA
SSAA.O;US8086411043;Science Strategic Acquisition Alpha Corp;Financials;USA
SGLB.O;US8265985007;Sigma Labs Inc;Technology;USA
PTIX.O;US74365N1037;Protagenic Therapeutics Inc;Healthcare;USA
ABIO.O;US00211Y5069;ARCA Biopharma Inc;Healthcare;USA
FCCO.O;US3198351047;First Community Corp (South Carolina);Financials;USA
LJPC.O;US5034596040;La Jolla Pharmaceutical Co;Healthcare;USA
CFVI.O;US12521J1034;CF Acquisition Corp VI;Financials;USA
AMST.O;US0310941051;Amesite Inc;Technology;USA
TCBC.O;US87224V1089;TC Bancshares Inc;Financials;USA
CLIR.O;US1850641028;Clearsign Technologies Corp;Industrials;USA
SMTI.O;US79957L1008;Sanara Medtech Inc;Healthcare;USA
IPDN.O;US74312Y2028;Professional Diversity Network, Inc.;Technology;USA
HBP.O;US4484511047;Huttig Building Products Inc;Basic Materials;USA
OMEX.O;US6761182012;Odyssey Marine Exploration Inc;Industrials;USA
TENX.O;US88032L2097;Tenax Therapeutics Inc;Healthcare;USA
MIRO.O;US60471P1084;Miromatrix Medical Inc;Healthcare;USA
PHIC.O;KYG717161072;Population Health Investment Co Inc;Financials;USA
ERES.O;US2746811056;East Resources Acquisition Co;Financials;USA
SLNO.O;US8342032005;Soleno Therapeutics Inc;Healthcare;USA
KRMD.O;US7599101026;Repro Med Systems Inc;Healthcare;USA
HCAR.O;US42227K1043;Healthcare Services Acquisition Corp;Financials;USA
VCNX.O;US9186401033;Vaccinex Inc;Healthcare;USA
PPTA.TO;CA7142661031;Perpetua Resources Corp;Basic Materials;USA
WINT.O;US97382D3035;Windtree Therapeutics Inc;Healthcare;USA
DCTH.O;US24661P8077;Delcath Systems Inc;Healthcare;USA
MBOT.O;US59503A2042;Microbot Medical Inc;Healthcare;USA
SNES.O;US81720R2085;Senestech Inc;Healthcare;USA
PULM.O;US74584P2020;Pulmatrix Inc;Healthcare;USA
GHSI.O;US40145Q4010;Guardion Health Sciences Inc;Healthcare;USA
MDRR.O;US58403P1057;Medalist Diversified Reit Inc;Real Estate;USA
NRBO.O;US64132R1077;Neurobo Pharmaceuticals Inc;Healthcare;USA
CRWS.O;US2283091005;Crown Crafts Inc;Consumer Cyclicals;USA
DILA.O;US2540281035;DILA Capital Acquisition Corp;Financials;USA
SHAC.O;US7840651043;SCP & Healthcare Acquisition Co;Financials;USA
ESSC.O;VGG2911D1087;East Stone Acquisition Corp;Financials;USA
APAC.O;KYG850941033;Stonebridge Acquisition Corp;Financials;USA
GSAQ.O;KYG3934J1067;Global Synergy Acquisition Corp;Financials;USA
MMMB.O;US56146T1034;MamaMancini's Holdings Inc;Consumer Non-Cyclicals;USA
ABGI.O;KYG004961028;ABG Acquisition I Corp;Financials;USA
ATLO.O;US0310011004;Ames National Corp;Financials;USA
RMBI.O;US76525P1003;Richmond Mutual Bancorporation Inc;Financials;USA
OBLG.O;US6744341057;Oblong Inc;Technology;USA
CULL.O;US2301531081;Cullman Bancorp, Inc.;Financials;USA
GRIL.O;US6273331073;Muscle Maker Inc;Consumer Cyclicals;USA
CETX.O;US15130G6008;Cemtrex Inc;Industrials;USA
VYNT.O;US92942V1098;Vyant Bio Inc;Healthcare;USA
GNSS.O;US36872P1030;Genasys Inc;Technology;USA
FORD.O;US3498623004;Forward Industries Inc;Consumer Cyclicals;USA
WATRI.L;GB00BZ973D04;Water Intelligence PLC;Industrials;USA
NLIT.O;US66538L1052;Northern Lights Acquisition Corp;Financials;USA
KVSA.O;US4825041076;Khosla Ventures Acquisition Co;Financials;USA
CSBR.O;US15870P3073;Champions Oncology Inc;Healthcare;USA
SAL.O;US7952261094;Salisbury Bancorp Inc;Financials;USA
HSTO.O;US43358Y1038;Histogen Inc;Healthcare;USA
TCBS.O;US88231Q1085;Texas Community Bancshares Inc;Financials;USA
QUIK.O;US74837P4054;QuickLogic Corp;Technology;USA
FKWL.O;US3551841022;Franklin Wireless Corp;Technology;USA
BCOW.O;US28253R1059;1895 Bancorp of Wisconsin Inc;Financials;USA
WHLR.O;US9630257056;Wheeler Real Estate Investment Trust Inc;Real Estate;USA
HSDT.O;US42328V6039;Helius Medical Technologies Inc;Healthcare;USA
INVO.O;US44984F3029;INVO Bioscience Inc;Healthcare;USA
ISLE.O;US46468P1021;Isleworth Healthcare Acquisition Corp;Financials;USA
SIEB.O;US8261761097;Siebert Financial Corp;Financials;USA
ACXP.O;US00510M1045;Acurx Pharmaceuticals Inc;Healthcare;USA
VEEE.O;US90177C1018;Twin Vee PowerCats Co;Consumer Cyclicals;USA
ORA.TO;VGG069731120;Aura Minerals Inc;Basic Materials;USA
NSYS.O;US6565531042;Nortech Systems Inc;Technology;USA
OPHC.O;US68401P4037;OptimumBank Holdings Inc;Financials;USA
TAIT.O;US8740281030;Taitron Components Inc;Technology;USA
OPOF.O;US6801941070;Old Point Financial Corp;Financials;USA
ISPC.O;US45032V1089;iSpecimen Inc;Consumer Cyclicals;USA
HTGM.O;US40434H2031;HTG Molecular Diagnostics Inc;Healthcare;USA
CNSP.O;US18978H1023;CNS Pharmaceuticals Inc;Healthcare;USA
UBCP.O;US9099111091;United Bancorp Inc;Financials;USA
YTEN.O;US98585K8624;Yield10 Bioscience Inc;Healthcare;USA
AUVI.O;US03828V1052;Applied UV Inc;Industrials;USA
NODK.O;US65342T1060;NI Holdings Inc;Financials;USA
EFOI.O;US29268T4094;Energy Focus Inc;Consumer Cyclicals;USA
GVP.O;US36227K1060;GSE Systems Inc;Technology;USA
GPCO.O;KYG4028H1056;Golden Path Acquisition Corp;Financials;USA
SSKN.O;US86272A2069;STRATA Skin Sciences Inc;Healthcare;USA
RCHG.O;US7562291002;Recharge Acquisition Corp;Financials;USA
FMAO.O;US30779N1054;Farmers & Merchants Bancorp Inc;Financials;USA
LFTR.O;US52470X1090;Lefteris Acquisition Corp;Financials;USA
ARDS.O;US0403341045;Aridis Pharmaceuticals Inc;Healthcare;USA
ACER.O;US00444P1084;Acer Therapeutics Inc;Healthcare;USA
MOVE.O;US62459M1071;Movano Inc;Healthcare;USA
ORGS.O;US68619K2042;Orgenesis Inc;Healthcare;USA
CODA.O;US19188U2069;Coda Octopus Group Inc;Technology;USA
PBFS.O;US7235611065;Pioneer Bancorp Inc;Financials;USA
DBDR.O;US77584N1019;Roman DBDR Tech Acquisition Corp;Financials;USA
SELF.O;US37955N1063;Global Self Storage Inc;Real Estate;USA
CFBK.O;US12520L1098;CF Bankshares Inc;Financials;USA
GWGH.O;US36192A1097;GWG Holdings Inc;Financials;USA
ARTL.O;US04301G2012;Artelo Biosciences Inc;Healthcare;USA
WFCF.O;US96327X2009;Where Food Comes From Inc;Technology;USA
FAT.O;US30258N1054;FAT Brands Inc;Consumer Cyclicals;USA
FVCB.O;US36120Q1013;FVCBankcorp Inc;Financials;USA
TTNP.O;US8883146065;Titan Pharmaceuticals Inc;Healthcare;USA
NHTC.O;US63888P4063;Natural Health Trends Corp;Consumer Cyclicals;USA
PTRS.O;US70213Q1085;Partners Bancorp;Financials;USA
PDEX.O;US74265M2052;Pro-Dex Inc;Healthcare;USA
BLPH.O;US0787713009;Bellerophon Therapeutics Inc;Healthcare;USA
RSSS.O;US7610251057;Research Solutions Inc;Industrials;USA
JUGG.O;KYG507351024;Jaws Juggernaut Acquisition Corp;Financials;USA
LIXT.O;US5393192027;Lixte Biotechnology Holdings Inc;Healthcare;USA
IPVI.O;US46064T1025;InterPrivate IV InfraTech Partners Inc;Financials;USA
MOTN.O;US61980M1071;Motion Acquisition Corp;Financials;USA
THMO.O;US88362L1008;Thermogenesis Holdings Inc;Technology;USA
AEAC.O;KYG066071088;Authentic Equity Acquisition Corp;Financials;USA
GSEV.O;US38286T1016;Gores Holdings VII Inc;Financials;USA
LMAO.O;US5020151008;LMF Acquisition Opportunities Inc;Financials;USA
UK.O;KYG9449A1004;Ucommune International Ltd;Real Estate;USA
DGNU.O;KYG283151028;Dragoneer Growth Opportunities III Corp;Financials;USA
BRPM.O;US05601V1035;B. Riley Principal 150 Merger Corp;Financials;USA
NB.TO;CA6544841043;NioCorp Developments Ltd;Basic Materials;USA
MNTX.O;US5634201082;Manitex International Inc;Industrials;USA
INKA.O;US49878L1098;KludeIn I Acquisition Corp;Financials;USA
CVV.O;US1266011030;CVD Equipment Corp;Industrials;USA
KSPN.O;US4858371085;Kaspien Holdings Inc;Consumer Cyclicals;USA
VIRI.O;US92829J1043;Virios Therapeutics LLC;Healthcare;USA
SGRP.O;US7849331035;SPAR Group Inc;Consumer Cyclicals;USA
HMCO.O;US44487N1090;HumanCo Acquisition Corp;Financials;USA
PTOC.O;US7228501042;Pine Technology Acquisition Corp;Financials;USA
TWCB.O;US09001T1060;Bilander Acquisition Corp;Financials;USA
HGBL.O;US42727E1038;Heritage Global Inc;Technology;USA
DUNE.O;US2653341022;Dune Acquisition Corp;Financials;USA
VABK.O;US9280311039;Virginia National Bankshares Corp;Financials;USA
MSGM.O;US62011B1026;Motorsport Games Inc;Technology;USA
HNNA.O;US4258851009;Hennessy Advisors Inc;Financials;USA
SVFD.O;US80512Q3039;Save Foods Inc;Basic Materials;USA
TSIB.O;US88825H1005;Tishman Speyer Innovation Corp II;Financials;USA
OBCI.O;US6746311066;Ocean Bio-Chem Inc;Consumer Non-Cyclicals;USA
CREX.O;US22530J2006;Creative Realities Inc;Technology;USA
BCAC.O;US11374E1047;Brookline Capital Acquisition Corp.;Financials;USA
GACQ.O;US37892B1089;Global Consumer Acquisition Corp;Financials;USA
PTPI.O;US71678J1007;Petros Pharmaceuticals Inc;Healthcare;USA
VRME.O;US92346X2062;VerifyMe Inc;Technology;USA
ROCR.O;US77867Q1022;Roth CH Acquisition III Co;Financials;USA
MIN.TO;CA3007632084;Excelsior Mining Corp;Basic Materials;USA
CHCI.O;US2056842022;Comstock Holding Companies Inc;Consumer Cyclicals;USA
RZLT.O;US76200L3096;Rezolute Inc;Healthcare;USA
PHC.L;GB00B01JC540;Plant Health Care PLC;Basic Materials;USA
COFS.O;US1703861062;ChoiceOne Financial Services Inc;Financials;USA
SSNT.O;US82846H2076;SilverSun Technologies Inc;Technology;USA
FCAP.O;US31942S1042;First Capital Inc;Financials;USA
FLAC.O;KYG3710A1058;Frazier Lifesciences Acquisition Corp;Financials;USA
MNPR.O;US61023L1089;Monopar Therapeutics Inc;Healthcare;USA
GNAC.O;US39947R1041;Group Nine Acquisition Corp;Financials;USA
SBFG.O;US78408D1054;SB Financial Group Inc;Financials;USA
HYAC.O;US42087R1086;Haymaker Acquisition Corp III;Financials;USA
BYTS.O;KYG1R25Q1059;BYTE Acquisition Corp;Financials;USA
FRAF.O;US3535251082;Franklin Financial Services Corp;Financials;USA
BKSC.O;US0650661020;Bank of South Carolina;Financials;USA
BWAC.O;US08772B1044;Better World Acquisition Corp;Financials;USA
NVSA.O;KYG6529L1059;New Vista Acquisition Corp;Financials;USA
BSKY.O;US08954L1026;Big Sky Growth Partners Inc;Financials;USA
EVOL.O;US30049R2094;Evolving Systems Inc;Technology;USA
PBBK.O;US69318V1035;PB Bankshares Inc;Financials;USA
PBLA.O;US69833Q1004;Panbela Therapeutics Inc;Healthcare;USA
REVH.O;US76155Y1082;Revolution Healthcare Acquisition Corp;Financials;USA
TMKR.O;US8765451047;Tastemaker Acquisition Corp;Financials;USA
PLBC.O;US7292731020;Plumas Bancorp;Financials;USA
PESI.O;US7141572039;Perma-Fix Environmental Services Inc;Industrials;USA
SUMR.O;US8656463010;Summer Infant Inc;Consumer Cyclicals;USA
KINS.O;US4967191051;Kingstone Companies Inc;Financials;USA
ISIG.O;US45765Y2046;Insignia Systems Inc;Consumer Cyclicals;USA
WVVI.O;US9691361003;Willamette Valley Vineyards Inc;Consumer Non-Cyclicals;USA
NTWK.O;US64115A4022;NetSol Technologies Inc;Technology;USA
SPSY.L;US84756T1060;Spectra Systems Corp;Industrials;USA
ZWRK.O;US98880C1027;Z-Work Acquisition Corp;Financials;USA
LINK.O;US4587513023;Interlink Electronics Inc;Technology;USA
BOTJ.O;US4702991088;Bank of the James;Financials;USA
PFIE.O;US74316X1019;Profire Energy Inc;Energy;USA
OMEG.O;KYG6749V1077;Omega Alpha SPAC;Financials;USA
AVCO.O;US05344R1041;Avalon Globocare Corp;Healthcare;USA
CXDO.O;US2265521078;Crexendo Inc;Technology;USA
MSAC.O;KYG5960S1084;Medicus Sciences Acquisition Corp;Financials;USA
ANEB.O;US0345691036;Anebulo Pharmaceuticals Inc;Healthcare;USA
SMIT.O;US8068702005;Schmitt Industries Inc;Industrials;USA
DALN.O;US2350501019;Dallasnews Corp;Consumer Cyclicals;USA
IMAC.O;US44967K1043;IMAC Holdings Inc;Healthcare;USA
MSDA.O;KYG5709C1096;MSD Acquisition Corp;Financials;USA
ATXI.O;US05360L2051;Avenue Therapeutics Inc;Healthcare;USA
TRMT.O;US8947891060;Tremont Mortgage Trust;Real Estate;USA
DFPH.O;US23343Q1004;DFP Healthcare Acquisitions Corp;Financials;USA
ASAX.O;US04637C1062;Astrea Acquisition Corp;Financials;USA
NUZE.O;US67073S2086;NuZee Inc;Consumer Non-Cyclicals;USA
OBT.O;US68417L1070;Orange County Bancorp Inc;Financials;USA
PCYG.O;US7002153044;Park City Group Inc;Technology;USA
VMAC.O;US92840T1079;Vistas Media Acquisition Company Inc;Financials;USA
ARRW.O;US04282M1027;Arrowroot Acquisition Corp;Financials;USA
CLRO.O;US18506U1043;Clearone Inc;Technology;USA
ARBG.O;US00775W1027;Aequi Acquisition Corp;Financials;USA
ISAA.O;US46301G1031;Iron Spark I Inc;Financials;USA
LNSR.O;US52634L1089;LENSAR Inc;Healthcare;USA
CYAN.O;US2324373016;Cyanotech Corp;Healthcare;USA
RELI.O;US75946W2070;Reliance Global Group Inc;Real Estate;USA
TETC.O;US87823R1023;Tech & Energy Transition Corp;Financials;USA
OFED.O;US6756071055;Oconee Federal Financial Corp;Financials;USA
FMIV.O;US3498751045;Forum Merger IV Corp;Financials;USA
SLNG.O;US85236P1012;Stabilis Solutions Inc;Energy;USA
FFBW.O;US30260M1036;Ffbw Inc;Financials;USA
VAQC.O;KYG9460A1040;Vector Acquisition II Corp;Financials;USA
TRON.O;KYG2426E1044;Corner Growth Acquisition Corp 2;Financials;USA
SOTK.O;US8354831088;Sono-Tek Corp;Industrials;USA
MAYS.O;US5784731003;J W Mays Inc;Real Estate;USA
BSBK.O;US0972351052;Bogota Financial Corp;Financials;USA
NEPH.O;US6406714005;Nephros Inc;Industrials;USA
CBDu.TO;CA4238211078;Hempfusion Wellness Inc;Consumer Non-Cyclicals;USA
MACA.O;KYG6S23K1085;Moringa Acquisition Corp;Financials;USA
BREZ.O;US1067621078;Breeze Holdings Acquisition Corp;Financials;USA
OVLY.O;US6718071052;Oak Valley Bancorp;Financials;USA
CLAY.O;KYG2058L1032;Chavant Capital Acquisition Corp;Financials;USA
NCSM.O;US6288772014;NCS Multistage Holdings Inc;Energy;USA
ALPA.O;US02073F1049;Alpha Healthcare Acquisition Corp III;Financials;USA
CNTQ.O;US1595611096;Chardan Nextech Acquisition 2 Corp;Financials;USA
SVBI.O;US81811M1009;Severn Bancorp Inc;Financials;USA
MAQC.O;US56564V1017;Maquia Capital Acquisition Corp;Financials;USA
KAIR.O;KYG521101140;Kairos Acquisition Corp;Financials;USA
ADER.O;US90138P1003;26 Capital Acquisition Corp;Financials;USA
MCAF.O;US62403K1088;Mountain Crest Acquisition Corp IV;Financials;USA
KSI.O;US48284E1055;Kadem Sustainable Impact Corp;Financials;USA
IFMK.O;US4495381075;iFresh Inc;Consumer Non-Cyclicals;USA
SNRH.O;US81723H1086;Senior Connect Acquisition Corp I;Financials;USA
AKU.O;CA01021F1099;Akumin Inc;Healthcare;USA
BHSE.O;VGG1686P1062;Bull Horn Holdings Corp.;Financials;USA
CLRM.O;US18049C1080;Clarim Acquisition Corp;Financials;USA
TRL.TO;CA89621T1084;Trilogy International Partners Inc;Technology;USA
DISA.O;KYG2770Y1026;Disruptive Acquisition Corporation I;Financials;USA
BLSA.O;KYG0904B1059;Bcls Acquisition Corp;Financials;USA
RBCN.O;US78112T2069;Rubicon Technology Inc;Basic Materials;USA
ESBK.O;US2896601026;Elmira Savings Bank;Financials;USA
FUSB.O;US33744V1035;First US Bancshares Inc;Financials;USA
ACQR.O;KYG4761A1013;Independence Holdings Corp;Financials;USA
BRIV.O;US05602L1044;B Riley Principal 250 Merger Corp;Financials;USA
ARYD.O;KYG316591083;ARYA Sciences Acquisition IV Corp;Financials;USA
LEGA.O;KYG540851089;Lead Edge Growth Opportunities Ltd;Financials;USA
ICCC.O;US4525253062;ImmuCell Corp;Healthcare;USA
VTAQ.O;US92280L1017;Ventoux CCM Acquisition Corp;Financials;USA
TAYD.O;US8771631053;Taylor Devices Inc;Industrials;USA
RAND.O;US7521852076;Rand Capital Corp;Financials;USA
VRCI.L;GB00BM8HZD43;Verici Dx Plc;Healthcare;USA
TEKK.O;KYG8739H1065;Tekkorp Digital Acquisition Corp;Financials;USA
PANA.O;KYG6882C1069;Panacea Acquisition II Corp;Financials;USA
EMCF.O;US2908281023;Emclaire Financial Corp;Financials;USA
AEZS.TO;CA0079754028;Aeterna Zentaris Inc;Healthcare;USA
DLCA.O;KYG270291001;Deep Lake Capital Acquisition Corp;Financials;USA
CBMB.O;US1248XT1040;CBM Bancorp Inc;Financials;USA
IROQ.O;US44951J1051;IF Bancorp Inc;Financials;USA
PUCK.O;US38021H1077;Goal Acquisitions Corp;Financials;USA
MCAE.O;US62402U1079;Mountain Crest Acquisition Corp III;Financials;USA
JCTCF.O;CA47733C2076;Jewett-Cameron Trading Company Ltd;Basic Materials;USA
CCEL.O;US2288951088;Cryo-Cell International Inc;Healthcare;USA
EUCR.O;VGG3141W1068;Eucrates Biomedical Acquisition Corp.;Financials;USA
ACTD.O;KYG0R21B1044;ArcLight Clean Transition Corp II;Financials;USA
GLBZ.O;US3774071019;Glen Burnie Bancorp;Financials;USA
RACB.O;US7608731094;Research Alliance II Corp;Financials;USA
ADOC.O;KYG4000A1022;Edoc Acquisition Corp;Financials;USA
VERY.O;US92347D1000;Vericity Inc;Financials;USA
SCAQ.O;US86309R1077;Stratim Cloud Acquisition Corp;Financials;USA
RBKB.O;US7620931029;Rhinebeck Bancorp Inc;Financials;USA
MON.O;US61531M1018;Monument Circle Acquisition Corp;Financials;USA
AKIC.O;KYG8372A1031;Sports Ventures Acquisition Corp;Financials;USA
LLAI.L;USU5500L1045;LungLife AI Inc;Healthcare;USA
BENE.O;US08179B1035;Benessere Capital Acquisition Corp;Financials;USA
FVAM.O;US33836P1057;5:01 Acquisition Corp;Financials;USA
GBNY.O;US37149G1085;Generations Bancorp NY Inc;Financials;USA
WALD.O;KYG9460C1006;Waldencast Acquisition Corp;Financials;USA
DUOT.O;US2660424076;Duos Technologies Group Inc;Technology;USA
ORIA.O;KYG6780C1096;Orion Biotech Opportunities Corp;Financials;USA
NMMC.O;US6612041078;North Mountain Merger Corp;Financials;USA
HVBC.O;US40441H1059;HV Bancorp Inc;Financials;USA
FOXW.O;US35166L1098;FoxWayne Enterprises Acquisition Corp;Financials;USA
SHQA.O;US8228211046;Shelter Acquisition Corporation I;Financials;USA
FICV.O;KYG368161090;Frontier Investment Corp;Financials;USA
SMD.L;USU8457V1099;Spectral MD Holdings Ltd;Healthcare;USA
OEPW.O;US68237L1052;One Equity Partners Open Water I Corp;Financials;USA
SPTK.O;US8491961004;SportsTek Acquisition Corp;Financials;USA
GTPB.O;US38287L1070;Gores Technology Partners II Inc;Financials;USA
GGGV.O;US3624251001;G3 VRM Acquisition Corp;Financials;USA
SKYA.O;KYG822201235;Skydeck Acquisition Corp;Financials;USA
TWLV.O;US90118T1060;Twelve Seas Investment Co II;Financials;USA
CRP.TO;CA1567701091;Ceres Global Ag Corp;Consumer Non-Cyclicals;USA
SWET.O;US04748A1060;Athlon Acquisition Corp;Financials;USA
GLHA.O;US37714P1030;Glass Houses Acquisition Corp;Financials;USA
DHCA.O;KYG2758T1094;DHC Acquisition Corp;Financials;USA
POM.TO;CA7319164090;Polymet Mining Corp;Basic Materials;USA
FRON.O;KYG368261080;Frontier Acquisition Corp;Financials;USA
TMPM.O;KYG9127T1085;Turmeric Acquisition Corp;Financials;USA
AFBI.O;US00832E1038;Affinity Bancshares Inc;Financials;USA
VII.O;US81786A1079;7GC & Holdings Co Inc;Financials;USA
LJAQ.O;US53228M1062;Lightjump Acquisition Corp;Financials;USA
PTIC.O;US7434971096;PropTech Investment II Corp;Financials;USA
ARYE.O;KYG316581001;ARYA Sciences Acquisition Corp V;Financials;USA
MBTC.O;KYG6580S1140;Nocturne Acquisition Corp;Financials;USA
OTRA.O;US67113Q1058;OTR Acquisition Corp;Financials;USA
GGMC.O;US3785791068;Glenfarne Merger Corp;Financials;USA
MACU.O;US5612041088;Mallard Acquisition Corp.;Financials;USA
MYXM.L;US62847T2024;Mycelx Technologies Corp;Industrials;USA
