RIC;ISIN;Company Common Name;TRBC Economic Sector Name;Country of Issuer
AXRX.PK;US0311392072;Amexdrug Corp;Consumer Non-Cyclicals;USA
GCIN.PK;US3615591076;GC International Inc;Basic Materials;USA
CTTC.PK;US13126R1023;Calmare Therapeutics Inc;Healthcare;USA
AVLS.PK;US00753A2050;Advanced Lighting Solutions Inc;Real Estate;USA
FUST.PK;US36116W1045;Fuse Group Holding Inc;Basic Materials;USA
AIFM.PK;US00875A1097;Aifarm Ltd;Consumer Non-Cyclicals;USA
ORMTQ.PK;US6867011032;Ormet Corp;Basic Materials;USA
SETO.PK;US8178131087;SETO Holdings Inc;Healthcare;USA
MLMN.PK;US60040U1097;Millennium Prime Inc;Consumer Cyclicals;USA
CTHZ.PK;US1373893007;Cancer Treatment Holdings Inc;Healthcare;USA
CRFU.PK;US14169Q2093;Carefree Group Inc;Consumer Cyclicals;USA
BBLG.PK;US0980702049;Bone Biologics Corp;Healthcare;USA
EXRG.PK;US27888K1051;Ecologix Resource Group Inc;Basic Materials;USA
SHDC.PK;US8686782025;Surety Holdings Corp;Real Estate;USA
MRCR.PK;US6177071049;Moro Corp;Basic Materials;USA
DECN.PK;US2434431084;Decision Diagnostics Corp;Healthcare;USA
BGRP.PK;US09628D1046;Bluestem Group Inc;Consumer Cyclicals;USA
HERF.PK;US7567901019;Red Oak Hereford Farms Inc;Consumer Non-Cyclicals;USA
EOSI.PK;US26877P1093;Eos International Inc;Academic & Educational Services;USA
ACBD.PK;US03571L1061;Annabidiol Corp;Basic Materials;USA
ELCI.PK;US2766501082;Eastern Light Capital Inc;Real Estate;USA
VIDE.PK;US9265551039;Video Display Corp;Consumer Cyclicals;USA
ALSE.PK;US0211522026;Alseres Pharmaceuticals Inc;Healthcare;USA
HIGR.PK;US4283711087;Hi-Great Group Holding Co;Consumer Cyclicals;USA
CYDX.PK;US23256Q1058;Cyduct Diagnostics Inc;Healthcare;USA
SAGD.PK;US8363012001;Sativa Growth International;Consumer Cyclicals;USA
BSFC.PK;US09606H1014;Blue Star Foods Corp;Consumer Non-Cyclicals;USA
ACMC.PK;US02513P1003;American Church Mortgage Co;Real Estate;USA
HSTC.PK;US40432E2028;HST Global Inc;Healthcare;USA
BLMS.PK;US0948571098;Bloomios Inc;Healthcare;USA
RAYT.PK;US75508M1009;Rayont Inc;Healthcare;USA
HSCM.PK;US4307761043;Highland-Surprise Consolidated Mining Co;Basic Materials;USA
WOFA.PK;US97717U2024;Wisdom Homes of America Inc;Consumer Cyclicals;USA
IWAL.PK;US46603R1041;iwallet Corp;Consumer Cyclicals;USA
MVXM.PK;US62459J1043;Moveix Inc;Consumer Cyclicals;USA
DHCC.PK;US25278S1006;Diamondhead Casino Corp;Consumer Cyclicals;USA
HHGI.PK;US41988P2039;Hawaiian Hospitality Group Inc;Consumer Non-Cyclicals;USA
EESO.PK;US2941131052;Cucos Inc;Consumer Cyclicals;USA
UOLI.PK;US91530X3035;Uonlive Corp;Consumer Cyclicals;USA
KNIT.PK;US4946122037;Kinetic Group Inc;Consumer Cyclicals;USA
SRGZ.PK;US85512U3032;Star Gold Corp;Basic Materials;USA
ATCC.PK;US0307371007;Ameritrust Corp;Real Estate;USA
SOLI.PK;US83420E1073;CareClix Holdings Inc;Healthcare;USA
ABTI.PK;US02152V1035;Alterola Biotech Inc;Healthcare;USA
BSEM.PK;US0906842002;Biostem Technologies Inc;Healthcare;USA
GMNI.PK;US36866G1013;Gemini Group Global Corp;Consumer Non-Cyclicals;USA
OPMC.PK;US68388V1008;OptimumCare Corp;Healthcare;USA
GSAC.PK;US3685331056;Gelstat Corp;Healthcare;USA
KMFI.PK;US48767A2087;Keller Manufacturing Company Inc;Consumer Cyclicals;USA
TRDX.PK;US89485P2002;Trend Exploration Inc;Healthcare;USA
GSFD.PK;US37938K1043;Global Seafood Technologies Inc;Consumer Non-Cyclicals;USA
MSVI.PK;US56782M1071;Marijuana Strategic Ventures Inc;Healthcare;USA
AGGX.PK;US03475U3014;Angiogenex Inc;Healthcare;USA
WDKA.PK;US6981051039;Panache Beverage Inc;Consumer Non-Cyclicals;USA
WEQL.PK;US94973Q1085;WellQuest Medical & Wellness Corp;Healthcare;USA
DEWM.PK;US25211R1023;Dewmar International BMC Inc;Consumer Cyclicals;USA
NXGB.PK;US62954M1071;Nxgen Brands Inc;Healthcare;USA
WCHS.PK;US9727701016;Winchester Holding Group;Real Estate;USA
NUMD.PK;US67021R1041;Nu-Med Plus Inc;Healthcare;USA
NGLD.PK;US64130W2070;Nevada Canyon Gold Corp;Basic Materials;USA
CDIIQ.PK;US12508A3077;CD International Enterprises Inc;Basic Materials;USA
RYMM.PK;US78033P1012;Royal Mines and Minerals Corp;Basic Materials;USA
CIRX.PK;US17276F4046;CirTran Corp;Consumer Non-Cyclicals;USA
MEDD.PK;US58458L1089;Medical Imaging Corp;Healthcare;USA
STSN.PK;US85859E1029;Stemsation International Inc;Consumer Cyclicals;USA
LEON.PK;US5266381012;Leone Asset Management Inc;Consumer Non-Cyclicals;USA
HSEN.PK;US43878T2042;Honsen Energy & Resources International Ltd;Basic Materials;USA
ADTY.PK;US00738D1000;Adtegrity.com International Inc;Consumer Cyclicals;USA
LPPI.PK;US50184Q1058;Leep Inc;Consumer Cyclicals;USA
ASRE.PK;US04632R1086;Astra Energy Inc;Consumer Non-Cyclicals;USA
SPHS.PK;CA83578Q2099;Sophiris Bio Inc;Healthcare;USA
MOJO.PK;US60841T2024;MOJO Organics Inc;Consumer Non-Cyclicals;USA
MIKP.PK;US59863T2078;Mike the Pike Productions Inc;Consumer Cyclicals;USA
SVSO.PK;US82104Q1058;SheerVision Inc;Healthcare;USA
MMTC.PK;US59484E2090;Micro Imaging Technology Inc;Healthcare;USA
BMGP.PK;US09062Q1085;Biomagnetics Diagnostics Corp;Healthcare;USA
TRTK.PK;US89153X1054;TORtec Group Corp;Basic Materials;USA
RSAU.PK;US7766162033;Rooshine Inc;Consumer Non-Cyclicals;USA
GLNS.PK;US3811961040;Golden Star Resource Corp;Basic Materials;USA
HSTG.PK;US43644Q1040;Holographic Storage Ltd;Consumer Cyclicals;USA
SNSGF.PK;CA8169232052;Sense Technologies Inc;Consumer Cyclicals;USA
VTMB.PK;US92849G1067;Vitamin Blue Inc;Consumer Cyclicals;USA
TRBX.PK;US87262F1066;TRB Systems International Inc;Consumer Cyclicals;USA
CGDI.PK;US16943H1086;China Growth Development Inc;Real Estate;USA
BRSF.PK;US10488W1099;Brain Scientific Inc;Healthcare;USA
ROBK.PK;US77866T3059;Rotate Black Inc;Consumer Cyclicals;USA
PLYR.PK;US7317873054;Polymeric Resources Corp;Basic Materials;USA
RDVA.PK;US75525W1071;RDVA Inc;Basic Materials;USA
TXMC.PK;US88823T1060;Tirex Corp;Consumer Cyclicals;USA
GSPH.PK;US37364F1084;Geospatial Corp;Basic Materials;USA
IGNE.PK;US4516951005;Igene Biotechnology Inc;Basic Materials;USA
SWEE.PK;US8703341094;SweeGen Inc;Consumer Cyclicals;USA
PRCK.PK;US72604P1030;Placer Creek Mining Co;Basic Materials;USA
MRZM.PK;US5703721028;Marizyme Inc;Healthcare;USA
RCPIQ.PK;US7720812046;Rock Creek Pharmaceuticals Inc;Healthcare;USA
ADIA.PK;US00687W1099;Adia Nutrition Inc;Consumer Non-Cyclicals;USA
AVLP.PK;US05337U1060;Avalanche International Corp;Consumer Cyclicals;USA
ALAN.PK;US0116127020;Alanco Technologies Inc;Utilities;USA
ZDEC.PK;US98942V1061;Zenovia Digital Exchange Corp;Consumer Cyclicals;USA
TLOG.PK;US88165U1097;TetraLogic Pharmaceuticals Corp;Healthcare;USA
SNTX.PK;US86804E1064;Suntex Enterprises Inc;Consumer Non-Cyclicals;USA
ISHI.PK;US46467L1026;Islet Holdings Inc;Healthcare;USA
IMTH.PK;US45782W1080;Innovative Medtech Inc;Consumer Non-Cyclicals;USA
BZYR.PK;US1231591058;Burzynski Research Institute Inc;Healthcare;USA
LGMH.PK;US53223L1035;Light Media Holdings Inc;Consumer Cyclicals;USA
AVOT.PK;US0303791018;American Video Teleconferencing Corp;Basic Materials;USA
ALKN.PK;US01642L1052;Alkane Inc;Basic Materials;USA
SYHO.PK;US87160E1029;Synergie Wellness Products Inc;Consumer Non-Cyclicals;USA
FFLO.PK;US35645U1007;Free Flow Inc;Consumer Cyclicals;USA
HUTN.PK;US4043921026;HUTN Inc;Consumer Non-Cyclicals;USA
ASCK.PK;US0521086027;Auscrete Corp;Consumer Cyclicals;USA
BYIN.PK;US07278X1072;Baying Ecological Holding Group Inc;Consumer Non-Cyclicals;USA
AQUI.PK;US03841Q3074;Aquagold International Inc;Consumer Non-Cyclicals;USA
VRCV.PK;US9221202099;Varca Ventures Inc;Basic Materials;USA
ASLM.PK;US0296451083;American Silver Mining Co;Basic Materials;USA
CCHZ.PK;US14167F1066;Career College Holding Company Inc;Academic & Educational Services;USA
FPLF.PK;US33609T1025;First Pet Life Inc;Consumer Cyclicals;USA
IMNPQ.PK;US45254C2008;Immune Pharmaceuticals Inc;Healthcare;USA
APQT.PK;US03832G1022;Appliqate Inc;Consumer Cyclicals;USA
CEXE.PK;US17256R1059;Circle Entertainment Inc;Consumer Cyclicals;USA
BOAA.PK;US09055N2036;BioAmerica Inc;Healthcare;USA
FMPR.PK;US30685Q1013;Fame Productions Inc;Consumer Cyclicals;USA
KICK.PK;US40444Q1022;Master Glazier's Karate International Inc;Consumer Cyclicals;USA
MSLM.PK;US5746671016;Mascot Mines Inc;Basic Materials;USA
STZU.PK;US86688V1098;Sun Tzu Corp;Consumer Non-Cyclicals;USA
NHLE.PK;US65341J1097;Nhale Inc;Consumer Non-Cyclicals;USA
TLCC.PK;US9017731012;Twinlab Consolidated Holdings Inc;Consumer Non-Cyclicals;USA
IFAM.PK;US45684Y1038;Infrastructure Materials Corp;Basic Materials;USA
IRME.PK;US46265R1032;IR-MED Inc;Consumer Cyclicals;USA
CRTL.PK;US1460941073;Cartel Blue Inc;Consumer Cyclicals;USA
BIONQ.PK;US09072R1041;BioNitrogen Holdings Corp;Basic Materials;USA
SLOT.PK;US79854T2069;San Lotus Holding Inc;Consumer Cyclicals;USA
PNAT.PK;US74609Q2012;Pura Naturals Inc;Consumer Non-Cyclicals;USA
PTLF.PK;US71639C1036;Petlife Pharmaceuticals Inc;Healthcare;USA
EMGE.PK;US29100Q3083;Emergent Health Corp;Healthcare;USA
NBRY.PK;US6507661089;Newberry Specialty Bakers Inc;Consumer Non-Cyclicals;USA
QMDT.PK;US74837Q1067;Quick-Med Technologies Inc;Healthcare;USA
GIFX.PK;US36173L1089;Gifa Inc;Consumer Cyclicals;USA
RBCL.PK;US74926T2015;RBC Life Sciences Inc;Consumer Cyclicals;USA
PUPS.PK;US7195741050;Pick Ups Plus Inc;Consumer Cyclicals;USA
ASZP.PK;US4822261073;JV Group Inc;Real Estate;USA
WINH.PK;US92938L1070;Winha International Group Ltd;Consumer Cyclicals;USA
HTHL.PK;US44590E1038;Humitech International Group Inc;Consumer Non-Cyclicals;USA
CBDX.PK;US23127M1018;Curative Biosciences Inc;Healthcare;USA
RGMP.PK;US75915R1068;Regnum Corp;Consumer Cyclicals;USA
NAUH.PK;US63245Q1058;National American University Holdings Inc;Academic & Educational Services;USA
CPYT.PK;US14173D1037;CarePayment Technologies Inc;Healthcare;USA
EHOS.PK;US28239Q2057;Ehouse Global Inc;Consumer Cyclicals;USA
SCRCQ.PK;US8110661092;Scripsamerica Inc;Consumer Non-Cyclicals;USA
DPAT.PK;US24873V1052;Dental Patient Care America Inc;Healthcare;USA
GJST.PK;US37253T1025;Geo Js Tech Group Corp;Basic Materials;USA
CNCM.PK;US20753R1077;Connected Media Technologies Inc;Consumer Cyclicals;USA
KONA.PK;US50047H2013;Kona Grill Inc;Consumer Cyclicals;USA
KLTI.PK;US4984541072;KlausTech Inc;Consumer Cyclicals;USA
RVRC.PK;US76151C1009;Revium Recovery Inc;Healthcare;USA
ABDR.PK;US0229092046;Ambassador Food Services Corp;Consumer Cyclicals;USA
ANTI.PK;US0370311013;Antigenics Inc;Healthcare;USA
SRCH.PK;US8122242022;Searchlight Minerals Corp;Basic Materials;USA
HGLC.PK;US4456231012;Hunt Gold Corp;Basic Materials;USA
TRGM.PK;US8761401046;Targeted Medical Pharma Inc;Healthcare;USA
SKVI.PK;US8307032032;Skinvisible Inc;Consumer Non-Cyclicals;USA
YYYH.PK;US16955D2018;China Yanyuan Yuhui National Education Group Inc;Consumer Cyclicals;USA
WHCA.PK;US97068P1093;Williston Holding Company Inc;Consumer Cyclicals;USA
LUDG.PK;US54973P4019;Ludwig Enterprises Inc;Consumer Cyclicals;USA
OMVE.PK;US68215X1054;Omni Ventures Inc;Consumer Cyclicals;USA
CMKI.PK;US1258083039;CMK Gaming International Inc;Consumer Cyclicals;USA
CBIA.PK;US1380341032;Canopus Biopharma Inc;Healthcare;USA
UNMK.PK;US89678G1085;Tritent Intl Agriculture Inc;Consumer Non-Cyclicals;USA
PDNLB.PK;US7410042045;Presidential Realty Corp;Real Estate;USA
CAPS.PK;US14068E2081;Capstone Therapeutics Corp;Healthcare;USA
SCRH.PK;US80917W2026;Scores Holding Company Inc;Consumer Cyclicals;USA
PCNT.PK;US7305671049;Point of Care Nano-Technology Inc;Healthcare;USA
ESGI.PK;US2935963007;Ensurge Inc;Basic Materials;USA
VOQP.PK;US9276252023;Vioquest Pharmaceuticals Inc;Healthcare;USA
BMMX.PK;US09071A1025;Biomimix Inc;Consumer Non-Cyclicals;USA
VDKB.PK;US92858P1049;Vodka Brands Corp;Consumer Non-Cyclicals;USA
XFTB.PK;US98420R1068;Xfit Brands Inc;Consumer Cyclicals;USA
WEBB.PK;US94734A1034;Web Blockchain Media Inc;Consumer Cyclicals;USA
QTXB.PK;US74765N1090;Quantrx Biomedical Corp;Healthcare;USA
WNRC.PK;US9506703076;Superhero Scramble Inc;Consumer Cyclicals;USA
TTHG.PK;US88833S1069;Titanium Group Holdings Inc;Consumer Non-Cyclicals;USA
HGPI.PK;US44041U1025;Horizon Group Properties Inc;Real Estate;USA
PCYS.PK;US74162Y1047;Primecare Systems Inc;Healthcare;USA
MEMI.PK;CA6045931038;Miracle Entertainment Inc;Consumer Cyclicals;USA
ZCOM.PK;US45320V1098;Impreso Inc;Basic Materials;USA
TODM.PK;US8903121015;Tonopah Divide Mining Co;Basic Materials;USA
RGBOQ.PK;US75884M3025;Regen Biologics Inc;Healthcare;USA
MTWD.PK;US5927241084;Metwood Inc;Consumer Cyclicals;USA
PRRE.PK;US73943L1008;Praetorian Property Inc;Real Estate;USA
ARYC.PK;US04269N1072;Arrayit Corp;Healthcare;USA
AWAW.PK;US9638051063;White Fox Ventures Inc;Consumer Non-Cyclicals;USA
OTED.PK;US6718041022;Oak Tree Educational Partners Inc;Academic & Educational Services;USA
PDOS.PK;US7276671077;Platinum Studios Inc;Consumer Cyclicals;USA
XRXH.PK;US98386B1035;XRX International Entertainment Holding Group Inc;Real Estate;USA
ERUC.PK;US26884H2076;ER Urgent Care Holdings Inc;Healthcare;USA
CRMBQ.PK;US2288031022;Crumbs Bake Shop Inc;Consumer Non-Cyclicals;USA
ARWD.PK;US04276R1095;Arrow Resources Development Inc;Basic Materials;USA
CNDL.PK;US13741M1080;WCH Inc;Consumer Cyclicals;USA
CYPS.PK;US2325372090;Cyclo3pss Corp;Healthcare;USA
MIXX.PK;US60688W2017;MIX 1 Life Inc;Consumer Non-Cyclicals;USA
MVAC.PK;US6201051066;Motorvac Technologies Inc;Consumer Cyclicals;USA
DSOL.PK;US2621941036;Drug Free Solution Inc;Healthcare;USA
TIGE.PK;US88674J1088;Tigrent Inc;Academic & Educational Services;USA
SWRL.PK;US90349P1057;U-SWIRL Inc;Consumer Cyclicals;USA
CHIT.PK;US1648653053;Cherubim Interests Inc;Real Estate;USA
JBZY.PK;US4661022099;JB&ZJMY Holding Company Inc;Consumer Cyclicals;USA
LSMG.PK;US5401991063;Lode-Star Mining Inc;Basic Materials;USA
ULGX.PK;US9172731047;21st North Inc;Healthcare;USA
PRVU.PK;US7413901080;PreVu Inc;Consumer Cyclicals;USA
BGMD.PK;US08861T2069;BG Medicine Inc;Healthcare;USA
MTMW.PK;US57681A1034;Matmown Inc;Basic Materials;USA
RELM.PK;US75954H1005;RELM Holdings Inc;Real Estate;USA
ECDD.PK;US27923U1007;Ecrid Inc;Consumer Cyclicals;USA
RBII.PK;US76761W1080;Rising Biosciences Inc;Healthcare;USA
SIVE.PK;US8283311087;Silver Verde May Mining Co;Basic Materials;USA
PFND.PK;US70319A1060;Pathfinder Cell Therapy Inc;Healthcare;USA
KPCM.PK;US4956021046;King of Pine Creek Mining Co;Basic Materials;USA
USDF.PK;US90349R1014;Us-Dadi Fertilizer Industry International Inc;Consumer Non-Cyclicals;USA
LKAI.PK;US5018821042;LKA Gold Inc;Basic Materials;USA
COFI.PK;US2253932063;Credit One Financial Inc;Consumer Cyclicals;USA
ELNX.PK;US28661J1097;Aperture Health Inc;Healthcare;USA
PHOS.PK;US71922F1021;Phosphate Holdings Inc;Basic Materials;USA
ABMT.PK;US00752M1018;Advanced Biomedical Technologies Inc;Healthcare;USA
CLCL.PK;US1286991054;Calcol Inc;Consumer Non-Cyclicals;USA
MENC.PK;US60040T1025;Millennium Energy Corp;Utilities;USA
BTAM.PK;US0815201084;Ben Tam Inc;Consumer Cyclicals;USA
HSCO.PK;US4283975096;Hi Score Corp;Consumer Cyclicals;USA
GFOO.PK;US37252L2097;Genufood Energy Enzymes Corp;Consumer Non-Cyclicals;USA
AGHC.PK;US00774U1079;Aeon Global Health Corp;Healthcare;USA
SFIV.PK;US81372K1051;Sector 5 Inc;Consumer Cyclicals;USA
CPAI.PK;US1585711096;Champion Pain Care Corp;Healthcare;USA
IPIC.PK;US46263D1063;Ipic Entertainment Inc;Consumer Cyclicals;USA
USPS.PK;US90385W2044;Ultimate Sports Inc;Healthcare;USA
AGRS.PK;US00854C1009;Agristar Inc;Consumer Non-Cyclicals;USA
NLAB.PK;US67057T1079;Nuoncology Labs Inc;Healthcare;USA
FMHS.PK;US3110641095;Farmhouse Inc;Consumer Cyclicals;USA
CACH.PK;US1271503088;Cache Inc;Consumer Cyclicals;USA
NEUN.PK;US64124F3010;NeuroGenesis Inc;Healthcare;USA
GWYT.PK;US39679A1051;Greenway Technology;Consumer Cyclicals;USA
IMMB.PK;US45254F2039;Immunotech Laboratories Inc;Healthcare;USA
LPTI.PK;US5431371039;Longport Inc;Healthcare;USA
PRXIQ.PK;US74051E2019;Premier Exhibitions Inc;Consumer Cyclicals;USA
VTMC.PK;US91912R1068;Valentine Mark Corp;Real Estate;USA
PECD.PK;US7158144060;Pet Ecology Brands Inc;Consumer Non-Cyclicals;USA
OVIT.PK;US68232J1051;Oncovista Innovative Therapies Inc;Healthcare;USA
HYGN.PK;US4488801048;Hydrogenetics Inc;Consumer Cyclicals;USA
FHAI.PK;US35069H2058;Fountain Healthy Aging Inc;Healthcare;USA
IMHC.PK;US45257M1062;Imperalis Holding Corp;Consumer Cyclicals;USA
WMTN.PK;US96111A2006;WestMountain Gold Inc;Basic Materials;USA
SUNR.PK;US86687P2020;Sun Sports and Entertainment Inc;Consumer Cyclicals;USA
DGEN.PK;US24783R1032;Deltagen Inc;Healthcare;USA
ACRB.PK;US04521A1097;Asia Carbon Industries Inc;Basic Materials;USA
QMED.PK;US7479141092;QMed Inc;Healthcare;USA
HCEI.PK;US42224G5027;Healthy Coffee International Inc;Consumer Non-Cyclicals;USA
FLOD.PK;US3435201021;Flowery Gold Mines Company Of Nevada TH;Basic Materials;USA
WODI.PK;US92939X1000;Wod Retail Solutions Inc;Consumer Non-Cyclicals;USA
GNLKQ.PK;US36870F1075;Genelink Inc;Healthcare;USA
DWIS.PK;US2544471053;Dinewise Inc;Consumer Non-Cyclicals;USA
RASP.PK;US7538881068;Rasna Therapeutics Inc;Healthcare;USA
DDLX.PK;US24023T1097;DD's Deluxe Rod Holder Inc;Healthcare;USA
EMLL.PK;US2832841074;El Maniel International Inc;Basic Materials;USA
PREC.PK;US74112Q1022;Prestige Cars International Inc;Consumer Cyclicals;USA
FLMP.PK;US3384871014;Flame Seal Products Inc;Basic Materials;USA
LNGT.PK;US51805Q1022;Laser Energetics Inc;Healthcare;USA
LNKG.PK;US53576C1062;Link Group Inc;Consumer Cyclicals;USA
OTMN.PK;US6710611095;O.T. Mining Corp;Basic Materials;USA
PARD.PK;US7324494001;Poniard Pharmaceuticals Inc;Healthcare;USA
VPSN.PK;US92833C2026;Vision Airships Inc;Consumer Cyclicals;USA
EMPO.PK;US29246G1076;Empowered Products Inc;Consumer Non-Cyclicals;USA
PLSI.PK;US71910Q1022;Phoenix Life Sciences International Ltd;Healthcare;USA
VHUB.PK;US9221042032;Vapor Hub International Inc;Consumer Non-Cyclicals;USA
UFMG.PK;US9137081033;Universal Mfg Co;Consumer Cyclicals;USA
CTCC.PK;US17776P2092;City Capital Corp;Real Estate;USA
ISTC.PK;US4577891058;Instructivision Inc;Academic & Educational Services;USA
SYBRQ.PK;US87159E4026;Synergy Brands Inc;Consumer Non-Cyclicals;USA
AXPWQ.PK;US05460X4060;Axion Power International Inc;Consumer Cyclicals;USA
BBDA.PK;US07557Q4010;Bebida Beverage Co;Consumer Non-Cyclicals;USA
STLM.PK;US7893131034;St. Elmo Silver Mines Corp;Basic Materials;USA
SGGC.PK;US82657A1016;Sigma Global Corp;Consumer Cyclicals;USA
CFRI.PK;US20716T1097;Conforce International Inc;Basic Materials;USA
CMIT.PK;US18975J1016;CMARK International Inc;Real Estate;USA
ODYC.PK;US67611R1005;Odyne Corp;Consumer Cyclicals;USA
NWCI.PK;US65106G1004;NewCardio Inc;Healthcare;USA
ABKB.PK;US02451T1060;American Basketball Association Inc;Consumer Cyclicals;USA
MTST.PK;US59140A2033;MetaStat Inc;Healthcare;USA
OGSM.PK;US68618D1028;Organic Sales and Marketing Inc;Consumer Cyclicals;USA
CCPR.PK;US1475261079;Caseycorp Enterprises Inc;Consumer Cyclicals;USA
RNVT.PK;US75988T1043;Renovate Neighborhoods Inc;Consumer Cyclicals;USA
IGNT.PK;US45684G5080;Ingen Technologies Inc;Healthcare;USA
NORNQ.PK;US65542W2061;Noranda Aluminum Holding Corp;Basic Materials;USA
FTPM.PK;US35104N1000;420 Property Management Inc;Consumer Cyclicals;USA
AVPI.PK;US00241A2050;AVP Inc;Consumer Cyclicals;USA
VPRO.PK;US9282422057;Viropro Inc;Healthcare;USA
PHSL.PK;US7096401069;PHSL Worldwide Inc;Consumer Cyclicals;USA
LFEX.PK;US5495261019;Lucky Friday Extension Mining Co;Basic Materials;USA
KMWE.PK;US48259J1051;KM Wedding Events Management Inc;Consumer Non-Cyclicals;USA
CFPI.PK;US13080W1053;California Style Palms Inc;Consumer Non-Cyclicals;USA
SLJB.PK;US8651061082;Sulja Bros Building Supplies Ltd;Consumer Cyclicals;USA
BGES.PK;US09055Y1001;Bio-Bridge Science Inc;Healthcare;USA
GNOW.PK;US02505A2024;American CareSource Holdings Inc;Healthcare;USA
GMVP.PK;US39809D2018;Gridiron Bionutrients Inc;Consumer Non-Cyclicals;USA
SNDZ.PK;US86771T1025;Sunridge International;Healthcare;USA
SMVR.PK;US83171P3010;Smart Ventures Inc;Basic Materials;USA
CGHC.PK;US14019U1034;Capital Group Holdings Inc;Healthcare;USA
MLHC.PK;US55313Q1085;M Line Holdings Inc;Consumer Non-Cyclicals;USA
CIND.PK;US1693961088;China Industrial Group Inc;Consumer Cyclicals;USA
EQUR.PK;US26885P1093;E-QURE Corp;Healthcare;USA
ASFX.PK;US0294413002;American Scientific Resources Inc;Healthcare;USA
MDKM.PK;US5828263013;Mdechem Inc;Healthcare;USA
APYI.PK;US04538V2034;Aspyra Inc;Healthcare;USA
PTSH.PK;US69366Q6008;PTS Inc;Healthcare;USA
HNTM.PK;US4468961028;Huntmountain Resources Ltd;Basic Materials;USA
NRGT.PK;US29276W1053;Energy Today Inc;Consumer Cyclicals;USA
NGRP.PK;US65343Q1013;Ngen Technologies Holdings Corp;Healthcare;USA
GPDB.PK;US3932291095;Green PolkaDot Box Inc;Consumer Cyclicals;USA
TEGR.PK;US88100A1016;Terra Energy & Resource Technologies Inc;Basic Materials;USA
HSHL.PK;US43735N1019;Home Solutions Health Inc;Healthcare;USA
SWRI.PK;US81282T1051;Seawright Holdings Inc;Consumer Non-Cyclicals;USA
HPTN.PK;US4113981009;Happy Town Holdings Inc;Consumer Non-Cyclicals;USA
OIDN.PK;US67777X2062;Oidon Co Ltd;Basic Materials;USA
STRZ.PK;US8550861046;Star Buffet Inc;Consumer Cyclicals;USA
ADST.PK;US00737P1049;AdStar Inc;Consumer Cyclicals;USA
OJSY.PK;US67813P1003;Cad Dental Holdings Inc;Healthcare;USA
HBPE.PK;US4041041017;HBP Energy Corp;Consumer Non-Cyclicals;USA
APPB.PK;US03815L1026;Applied Biosciences Corp;Healthcare;USA
NHVP.PK;US6641471056;Northeastern Development Corp;Real Estate;USA
FGCN.PK;US33842T1097;Flagship Global Corp;Healthcare;USA
ASPT.PK;US01073B1052;Aladdin Separation Technologies Inc;Basic Materials;USA
TVER.PK;US88101U3041;Terrace Ventures Inc;Basic Materials;USA
PZRXQ.PK;US71723F1030;PZ Wind Down Inc;Healthcare;USA
NXNN.PK;US65342G2030;Nexeon Medsystems Inc;Healthcare;USA
SALN.PK;US7954942022;Salon City Inc;Consumer Cyclicals;USA
CHSH.PK;US16942K1025;Eatware Inc;Basic Materials;USA
COWP.PK;US1370031098;Canal Capital Corp;Consumer Non-Cyclicals;USA
STAU.PK;US8549302037;Star Nutrition Inc;Consumer Non-Cyclicals;USA
ADBN.PK;US0305561047;Americana Distribution Inc;Consumer Cyclicals;USA
IBXG.PK;US4492291038;IBX Group Inc;Healthcare;USA
TNTC.PK;US8876631024;Tintic Standard Gold Mines Inc;Basic Materials;USA
NUTTQ.PK;US6706941084;Nutroganics Inc;Consumer Non-Cyclicals;USA
INDR.PK;US45568U1025;Indie Ranch Media Inc;Consumer Cyclicals;USA
GCFB.PK;US38724Q4047;Granite City Food & Brewery Ltd;Consumer Cyclicals;USA
MRVT.PK;US6046901079;Miravant Medical Technologies;Healthcare;USA
ACCA.PK;US00389L1044;Acacia Diversified Holdings Inc;Healthcare;USA
ECPN.PK;US2828121069;El Capitan Precious Metals Inc;Basic Materials;USA
MAHN.PK;US59523E1038;Mid Atlantic Home Health Network Inc;Healthcare;USA
MMTV.PK;US58463P1021;Medical Media Television Inc;Consumer Cyclicals;USA
DBMM.PK;US25385H2031;Digital Brand Media & Marketing Group Inc;Consumer Cyclicals;USA
CBHR.PK;US1299032094;California Beach Restaurants Inc;Consumer Cyclicals;USA
CHCR.PK;US2046202071;Advanzeon Solutions Inc;Healthcare;USA
USAM.PK;US90332B2043;US Automotive Manufacturing Inc;Consumer Cyclicals;USA
IAGX.PK;US45247F1049;Imagenetix Inc;Consumer Non-Cyclicals;USA
CBCA.PK;US22821R1014;Crown Baus Capital Corp;Consumer Non-Cyclicals;USA
ETBI.PK;US2772531008;Eastgate Biotech Corp;Consumer Cyclicals;USA
CHLE.PK;US1513681072;Centennial Specialty Foods Corp;Consumer Non-Cyclicals;USA
PPRG.PK;US70322M2044;Patient Portal Technologies Inc;Healthcare;USA
FLXP.PK;US33939P1012;FlexPower Inc;Healthcare;USA
RNWB.PK;US75971W2052;Renewable Corp;Utilities;USA
DFHL.PK;US25774M2017;Dong Fang Hui Le Inc;Utilities;USA
GLTC.PK;US3685371060;GelTech Solutions Inc;Basic Materials;USA
ROTH.PK;US71715Y1029;PharmaRoth Labs Inc;Healthcare;USA
BTLN.PK;US1092271089;Brightlane Corp;Basic Materials;USA
